,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,IsQuotaFullyLoad,SLA,Priority
140,,,1,1,500,14572,480.8693591,0,TRUE,5
987,,,1,1,500,14572,473.8072651,0,TRUE,6
732,2,0,1,1,600,27700,256.4069727,0,TRUE,8
396,,,1,1,500,14572,503.3666661,1,TRUE,12
398,2,0,1,1,50,29125,131.3343515,0,TRUE,16
468,2,0,1,1,999,29125,119.5997958,0,TRUE,17
907,2,0,1,1,50,29125,72.91113115,0,TRUE,19
261,,,1,1,1500,13859,148.844147,0,TRUE,21
952,1,0,1,1,600,10687,54.71705875,0,TRUE,21
587,2,0,1,1,600,29125,51.60956037,0,TRUE,21
481,1,0,1,1,600,10164,18.39797897,0,TRUE,22
292,1,0,1,1,257,10687,0,0,TRUE,23
297,1,0,1,1,600,10687,1.993621947,0,TRUE,23
423,2,0,1,1,500,29125,6.009117422,0,TRUE,23
438,1,0,1,1,500,10687,0.309809617,0,TRUE,23
673,1,0,1,1,49,10687,8.421033468,0,TRUE,23
680,1,0,1,1,500,10687,4.993669885,0,TRUE,23
878,1,0,1,1,500,10687,0.901815305,0,TRUE,23
965,1,0,1,1,1000,10687,41.35829943,0,TRUE,23
104,1,0,1,1,400,10687,2.479810813,0,TRUE,24
722,2,0,1,1,50,29125,0.388686267,0,TRUE,24
33,,,1,1,600,29125,3.3844699,0,TRUE,25
122,1,0,1,1,50,10164,1.745981315,0,TRUE,25
151,,,1,1,600,29125,0.291966042,0,TRUE,25
954,2,0,1,1,1000,27700,1.467942912,0,TRUE,25
31,1,0,1,0,500,2915,0,0,TRUE,26
269,,,1,1,5000,14572,85.98810279,0,TRUE,26
311,2,0,1,1,1000,27700,68.08759514,0,TRUE,26
161,1,0,1,1,500,10687,0.678068552,0,TRUE,27
327,,,1,1,8000,14572,105.1500447,0,TRUE,27
992,1,0,1,0,300,2915,37.65544407,0,TRUE,27
330,1,0,1,1,1297,10687,24.33970438,0,TRUE,28
106,1,0,1,1,1220,10164,0.066243925,0,TRUE,29
244,1,0,1,0,500,2915,0.05570096,0,TRUE,29
262,2,0,1,1,1000,29125,11.04974781,0,TRUE,29
564,1,0,1,0,2000,10687,0,0,TRUE,29
650,1,0,1,0,500,2915,15.63813643,0,TRUE,29
49,,,1,1,8000,14572,87.03382882,0,TRUE,30
116,2,0,1,1,500,27700,0.554946292,0,TRUE,30
603,2,0,1,1,50,29125,211.1422739,1,TRUE,30
37,,,1,1,5000,14572,74.51678025,0,TRUE,31
265,,,1,1,1500,14572,0.056837455,0,TRUE,31
372,,,1,1,1500,14572,0.061374583,0,TRUE,31
817,,,1,1,1500,14572,0.055287117,0,TRUE,31
928,,,1,1,1500,14572,0.054922222,0,TRUE,31
903,1,0,1,0,2000,10687,0.421600978,0,TRUE,31
591,,,1,1,5000,14572,30.34959073,0,TRUE,32
639,0,10,1,1,234,1875,0.097388567,0,TRUE,32
733,1,0,1,1,3000,9714,3.746153567,0,TRUE,32
803,1,0,1,1,1200,2915,1.692119653,0,TRUE,32
926,1,0,1,0,500,2915,0.641470458,0,TRUE,32
181,,,1,1,273,1943,0.49631973,0,TRUE,32
575,1,0,1,1,3000,3984,2.81458424,0,TRUE,33
252,,,1,1,4000,14572,15.2223914,0,TRUE,33
572,,,1,1,5000,14572,17.73851156,0,TRUE,33
715,,,1,1,5000,14572,15.12862277,0,TRUE,33
203,1,0,1,1,3001,415,0.194256812,0,TRUE,34
522,1,0,1,0,1001,395,5.983123727,0,TRUE,34
689,,,1,1,5000,14572,30.51683785,0,TRUE,34
976,,,1,1,5000,14572,31.38651063,0,TRUE,34
72,,,1,1,5000,14572,5.787650713,0,TRUE,34
458,2,0,1,1,50,29125,161.980604,1,TRUE,34
332,,,1,1,5400,14572,5.159680145,0,TRUE,34
509,,,1,1,5000,14572,7.886438478,0,TRUE,34
599,,,1,1,3000,14572,1.873054132,0,TRUE,34
666,,,1,1,500,14572,178.2699242,1,TRUE,34
938,2,0,1,1,50,29125,120.9909197,1,TRUE,34
966,,,1,1,5000,14572,1.113469783,0,TRUE,34
852,,,1,1,1500,14572,196.8086163,1,TRUE,38
300,1,0,1,1,600,10687,53.34391214,1,TRUE,40
338,1,0,1,0,50,3789,0.231225353,1,TRUE,41
351,,,1,1,234,2339,20904.87742,0,FALSE,41
394,1,0,1,1,400,10687,1.193769625,1,TRUE,41
441,1,0,1,1,500,10687,12.32286563,1,TRUE,41
446,2,0,1,1,2000,27700,61.20911166,1,TRUE,41
469,1,0,1,1,300,10687,1.269668535,1,TRUE,41
568,1,0,1,1,15,10687,2.067048747,1,TRUE,41
628,1,0,1,1,600,10687,39.60304171,1,TRUE,41
654,1,0,1,1,30,10687,0.089577172,1,TRUE,41
873,1,0,1,1,30,10687,2.340324538,1,TRUE,41
891,1,0,1,1,500,10164,3.871391168,1,TRUE,41
957,,,1,1,234,2339,23909.99511,0,FALSE,41
631,2,0,1,1,600,27700,32.04155085,1,TRUE,42
975,2,0,1,1,1000,29125,15.82020867,1,TRUE,42
73,2,0,1,1,50,29125,5.330185417,1,TRUE,43
268,1,0,1,1,100,2915,0.550923803,1,TRUE,43
355,1,0,1,0,500,10687,1.178752647,1,TRUE,43
383,1,0,1,1,400,10687,8.371876523,1,TRUE,43
451,2,0,1,1,100,27700,16.13636325,1,TRUE,43
550,1,0,1,1,600,10164,1.22005722,1,TRUE,43
677,2,0,1,1,50,29125,1.099321412,1,TRUE,43
834,,,1,1,1500,14572,124.2249506,1,TRUE,43
935,2,0,1,1,500,29125,0.196080427,1,TRUE,43
5,1,0,1,0,500,10687,16.94112382,1,TRUE,44
69,2,0,1,1,500,29125,34.46395715,1,TRUE,44
714,2,0,1,1,500,29125,0.704948507,1,TRUE,44
44,2,0,1,1,50,29125,25.55836527,1,TRUE,45
76,2,0,1,1,1000,29125,69.93418673,1,TRUE,45
176,2,0,1,1,1000,29125,96.22893524,1,TRUE,45
230,,,1,1,600,29125,17.17072975,1,TRUE,45
843,1,0,1,1,1000,10164,16.9278146,1,TRUE,45
915,2,0,1,1,1500,27700,17.03404018,1,TRUE,45
375,,,1,1,234,2339,24944.29266,1,FALSE,46
388,,,1,1,234,2339,18900.89361,0,FALSE,46
490,,,1,1,600,29125,2.283971398,1,TRUE,46
642,,,1,1,600,29125,4.871543998,1,TRUE,46
437,1,0,1,1,1367,10687,0.586710155,1,TRUE,47
887,1,0,1,1,1267,10687,0.732256573,1,TRUE,47
40,,,1,1,234,2339,17683.96645,0,FALSE,48
190,0,10,1,1,234,1875,2.493310702,1,TRUE,48
366,,,1,1,5400,14572,92.36280296,1,TRUE,48
408,,,1,1,234,2339,17004.96775,0,FALSE,48
775,1,0,1,1,1367,10164,0.141679348,1,TRUE,48
835,1,0,1,1,1267,10687,0.713877655,1,TRUE,48
945,,,1,1,8000,14572,99.41552608,1,TRUE,48
206,,,1,1,5000,14572,80.66840933,1,TRUE,49
365,1,0,1,0,2000,10687,3.307060947,1,TRUE,49
660,0,10,1,1,234,2216,0.110409435,1,TRUE,49
774,1,0,1,1,1000,2915,0.654986282,1,TRUE,49
807,,,1,1,234,2705,15200.18809,0,FALSE,49
864,,,1,1,350,2705,20881.77871,1,FALSE,49
882,,,1,1,5000,14572,80.46229291,1,TRUE,49
922,,,1,1,5000,14572,77.82679654,1,TRUE,49
961,,,1,1,3573,1943,113.2480789,1,TRUE,49
27,,,1,1,234,2339,12335.72112,0,FALSE,50
102,,,1,1,4000,14572,50.06555838,1,TRUE,50
274,,,1,1,234,2339,14119.90415,0,FALSE,50
397,,,1,1,1500,14572,13.4045865,1,TRUE,50
406,,,1,1,234,2339,14743.45396,0,FALSE,50
443,,,1,1,5000,14572,60.67893998,1,TRUE,50
573,,,1,1,234,2705,13755.85824,0,FALSE,50
301,1,0,1,0,4000,1457,6.586650063,1,TRUE,51
546,1,0,1,1,259,0,0.586210537,1,TRUE,51
551,,,1,1,1500,14572,0.055872895,1,TRUE,51
586,1,0,1,1,1001,415,0.282557373,1,TRUE,51
684,,,1,1,1500,14572,0.073420443,1,TRUE,51
736,1,0,1,1,253,0,1.01711386,1,TRUE,51
758,,,1,1,1500,14572,0.05919787,1,TRUE,51
797,1,0,1,1,2000,0,0.259557465,1,TRUE,51
806,1,0,1,1,1001,415,0.60061093,1,TRUE,51
899,,,1,1,1500,14572,0.05767031,1,TRUE,51
953,,,1,1,1500,14572,0.064060022,1,TRUE,51
989,,,1,1,1500,14572,0.058424937,1,TRUE,51
53,,,1,1,234,7635,2396.254627,0,FALSE,52
92,,,1,1,234,2705,8093.172101,0,FALSE,52
267,,,1,1,8000,14572,26.73303826,1,TRUE,52
309,,,1,1,5000,14572,30.51683785,1,TRUE,52
363,,,1,1,2000,14572,10.95158242,1,TRUE,52
194,,,1,1,234,2339,7156.158708,0,FALSE,53
286,,,1,1,273,1943,0.105202057,1,TRUE,53
289,,,1,1,5000,14572,9.859209333,1,TRUE,53
447,,,1,1,5000,14572,30.36969322,1,TRUE,53
502,,,1,1,234,2339,17750.83325,1,FALSE,53
543,,,1,1,255,1848,0.072651577,1,TRUE,53
857,,,1,1,259,1943,21.87266403,1,TRUE,53
196,,,1,1,4000,14572,0.066913462,1,TRUE,54
232,,,1,1,8000,14572,7.465453732,1,TRUE,54
357,,,1,1,8000,14572,0.78640364,1,TRUE,54
707,,,1,1,234,2339,15799.98938,1,FALSE,54
713,,,1,1,234,2339,15805.84718,1,FALSE,54
769,,,1,1,234,2705,5783.08433,0,FALSE,54
997,,,1,1,5400,14572,1.33706948,1,TRUE,54
112,,,1,1,234,2339,4902.121405,0,FALSE,55
514,,,1,1,350,7635,2942.825169,0,FALSE,55
531,,,1,1,500,2705,7716.447408,0,FALSE,55
574,,,1,1,234,2339,15080.6518,1,FALSE,55
726,,,1,1,234,2705,4944.99476,0,FALSE,55
459,,,1,1,234,2339,3826.680946,0,FALSE,56
593,,,1,1,350,2705,5661.966831,0,FALSE,56
696,,,1,1,350,2339,5322.497981,0,FALSE,56
778,,,1,1,3573,1848,1.097059155,1,TRUE,56
103,,,1,1,350,2705,14819.80772,1,FALSE,57
310,,,1,1,350,2339,4473.660186,0,FALSE,57
535,,,1,1,234,2339,2346.728203,0,FALSE,57
717,,,1,1,234,2339,3209.298186,0,FALSE,57
972,,,1,1,234,2339,2756.741976,0,FALSE,57
152,,,1,1,234,2339,10351.84251,1,FALSE,58
183,,,1,1,234,2705,9131.515655,1,FALSE,58
507,,,1,1,234,2339,2167.512602,0,FALSE,58
613,,,1,1,234,2705,2092.328065,0,FALSE,58
949,,,1,1,234,2705,2034.859352,0,FALSE,58
986,,,1,1,234,2339,9833.763935,1,FALSE,58
67,,,1,1,234,2705,1743.927685,0,FALSE,59
413,,,1,1,234,2705,1524.536491,0,FALSE,59
505,,,1,1,500,2339,11656.7879,1,FALSE,59
734,,,1,1,350,2705,2854.875906,0,FALSE,59
747,,,1,1,234,2705,1541.19531,0,FALSE,59
904,,,1,1,350,2339,2862.5375,0,FALSE,59
908,,,1,1,234,2339,1698.320638,0,FALSE,59
617,,,1,1,234,2705,6849.421727,1,FALSE,60
638,,,1,1,234,2339,1406.752749,0,FALSE,60
657,,,1,1,234,2705,1497.021392,0,FALSE,60
962,,,1,1,234,2339,6494.371507,1,FALSE,60
980,,,1,1,234,2705,7175.988713,1,FALSE,60
48,,,1,1,350,2705,1555.472962,0,FALSE,61
374,,,1,1,234,7635,891.1950208,0,FALSE,61
424,,,1,1,500,2339,2029.236892,0,FALSE,61
496,,,1,1,500,0,13065.12082,1,FALSE,61
539,,,1,1,500,2705,1913.870317,0,FALSE,61
740,,,1,1,350,2705,8530.06137,1,FALSE,61
788,,,1,1,234,2339,1263.992772,0,FALSE,61
195,,,1,1,350,2339,1367.260004,0,FALSE,62
391,,,1,1,500,2705,8131.208982,1,FALSE,62
480,,,1,1,234,2339,5342.710039,1,FALSE,62
641,,,1,1,234,2339,1149.261835,0,FALSE,62
667,,,1,1,350,2705,6962.029174,1,FALSE,62
678,,,1,1,350,2339,1316.037615,0,FALSE,62
790,,,1,1,234,2339,5942.39403,1,FALSE,62
26,,,1,1,234,2339,4036.127973,1,FALSE,63
45,,,1,1,500,2339,1432.915046,0,FALSE,63
144,,,1,1,234,2339,4281.54477,1,FALSE,63
198,,,1,1,234,2339,4515.453216,1,FALSE,63
381,,,1,1,500,7506,889.8751908,0,FALSE,63
777,,,1,1,234,2705,4067.301889,1,FALSE,63
849,,,1,1,234,2705,4113.120353,1,FALSE,63
856,,,1,1,234,2705,4851.294507,1,FALSE,63
52,,,1,1,234,2339,994.3069784,0,FALSE,64
221,,,1,1,500,0,7771.587651,1,FALSE,64
393,,,1,1,500,0,1637.284038,0,FALSE,64
471,,,1,1,499,7506,820.948246,0,FALSE,64
581,,,1,1,234,2339,971.438142,0,FALSE,64
665,,,1,1,350,2705,3066.148047,0,FALSE,64
772,,,1,1,700,2339,1424.220305,0,FALSE,64
89,,,1,1,500,2339,1128.542836,0,FALSE,65
98,,,1,1,350,2339,4085.256395,1,FALSE,65
460,,,1,1,350,2339,1035.656971,0,FALSE,65
723,,,1,1,234,2339,919.2403458,0,FALSE,65
80,,,1,1,500,2339,1094.268399,0,FALSE,66
90,,,1,1,500,7635,1583.584256,1,FALSE,66
168,,,1,1,234,7506,659.8125146,0,FALSE,66
209,,,1,1,234,2339,3069.375729,1,FALSE,66
433,,,1,1,234,2339,2857.221637,1,FALSE,66
594,,,1,1,500,2705,3914.007891,1,FALSE,66
661,,,1,1,500,7506,746.1788601,0,FALSE,66
676,,,1,1,234,2339,2898.398876,1,FALSE,66
132,,,1,1,349,2705,942.4014732,0,FALSE,67
189,,,1,1,233,2339,853.0530791,0,FALSE,67
636,,,1,1,350,2339,933.6885431,0,FALSE,67
671,,,1,1,234,2339,2536.610142,1,FALSE,67
993,,,1,1,350,7635,705.7956145,0,FALSE,67
255,,,1,1,234,2339,2065.689816,1,FALSE,68
452,,,1,1,350,2705,3221.158462,1,FALSE,68
845,,,1,1,500,7635,651.9842072,0,FALSE,68
974,,,1,1,234,2339,785.2183046,0,FALSE,68
133,,,1,1,500,0,979.1098234,0,FALSE,69
220,,,1,1,234,7506,470.2825092,0,FALSE,69
335,,,1,1,350,2339,2416.539099,1,FALSE,69
402,,,1,1,234,7635,489.5067221,0,FALSE,69
720,,,1,1,500,2339,3242.998878,1,FALSE,69
729,,,1,1,350,2339,805.3830387,0,FALSE,69
808,,,1,1,234,2705,1520.047467,1,FALSE,69
995,,,1,1,234,2339,742.1691407,0,FALSE,69
214,,,1,1,350,2705,780.5838613,0,FALSE,70
317,,,1,1,350,7635,776.3647938,0,FALSE,70
449,,,1,1,500,2339,849.9827657,0,FALSE,70
675,,,1,1,500,2339,2457.105053,1,FALSE,70
38,,,1,1,350,2339,1712.800709,1,FALSE,71
96,,,1,1,234,2705,1345.822662,1,FALSE,71
212,,,1,1,350,2705,1515.683233,1,FALSE,71
487,,,1,1,500,7506,495.7813402,0,FALSE,71
561,,,1,1,234,2705,1302.780749,1,FALSE,71
815,,,1,1,234,2339,1340.339225,1,FALSE,71
184,,,1,1,234,2339,1231.933923,1,FALSE,72
512,,,1,1,234,7635,956.2584601,1,FALSE,72
649,,,1,1,234,2339,596.5521034,0,FALSE,72
814,,,1,1,500,0,2471.437128,1,FALSE,72
897,,,1,1,234,2339,1218.483482,1,FALSE,72
694,,,1,1,500,2705,696.0060265,0,FALSE,73
768,,,1,1,234,2705,518.5234502,0,FALSE,73
855,,,1,1,234,2339,556.7488651,0,FALSE,73
893,,,1,1,234,2705,527.5223858,0,FALSE,73
895,,,1,1,350,2705,632.9502869,0,FALSE,73
131,,,1,1,234,2705,1159.389186,1,FALSE,74
287,,,1,1,500,7635,361.233176,0,FALSE,74
741,,,1,1,500,7635,356.5861209,0,FALSE,74
861,,,1,1,500,0,1581.29081,1,FALSE,74
205,,,1,1,255,2705,1059.002403,1,FALSE,75
256,,,1,1,234,2705,410.5262854,0,FALSE,75
686,,,1,1,350,2705,526.4513194,0,FALSE,75
18,,,1,1,234,2705,379.1814091,0,FALSE,76
766,,,1,1,500,2339,551.3746138,0,FALSE,76
789,,,1,1,273,27700,297.2770481,0,FALSE,76
951,,,1,1,350,2339,499.6812444,0,FALSE,76
68,,,1,1,350,2705,1013.734137,1,FALSE,77
93,,,1,1,350,2705,1088.799987,1,FALSE,77
384,,,1,1,350,2705,1016.830277,1,FALSE,77
685,,,1,1,500,2339,1160.123489,1,FALSE,77
710,,,1,1,350,7506,323.753905,0,FALSE,77
222,,,1,1,500,2339,1091.244387,1,FALSE,78
361,,,1,1,350,2339,383.977693,0,FALSE,78
537,,,1,1,234,7506,296.2575588,0,FALSE,78
691,1,0,1,1,90,10164,196.306983,0,FALSE,78
791,,,1,1,500,2705,395.8838837,0,FALSE,78
294,,,1,1,500,2339,374.4190189,0,FALSE,79
682,,,1,1,500,0,481.2381862,0,FALSE,79
29,,,1,1,234,2705,881.7328878,1,FALSE,80
313,,,1,1,700,7635,317.1576217,0,FALSE,80
341,,,1,1,500,2339,980.2465927,1,FALSE,80
525,,,1,1,350,2705,353.9448237,0,FALSE,80
126,,,1,1,234,2705,856.3617158,1,FALSE,81
191,,,1,1,500,2339,917.4281881,1,FALSE,81
201,,,1,1,500,7506,277.5087606,0,FALSE,81
354,,,1,1,500,2705,937.765534,1,FALSE,81
510,,,1,1,500,2339,953.2396444,1,FALSE,81
386,,,1,1,234,7635,215.3084211,0,FALSE,82
409,1,0,1,1,30,10164,140.1927852,0,FALSE,82
171,,,1,1,500,2339,329.8583774,0,FALSE,83
623,,,1,1,234,2339,770.4874855,1,FALSE,83
760,,,1,1,350,7506,689.466881,1,FALSE,83
859,,,1,1,234,2705,800.6413798,1,FALSE,83
110,,,1,1,234,2705,254.4250855,0,FALSE,84
940,,,1,1,234,2339,718.2064716,1,FALSE,84
253,,,1,1,350,2339,278.785909,0,FALSE,85
358,1,0,1,1,100,10164,88.59372469,0,FALSE,85
91,,,1,1,500,2339,319.6842918,0,FALSE,86
378,,,1,1,233,2339,700.1530025,1,FALSE,86
607,,,1,1,234,2339,232.8287572,0,FALSE,86
622,,,1,1,500,7506,581.7368776,1,FALSE,86
725,,,1,1,234,2705,225.0360224,0,FALSE,86
755,,,1,1,234,2339,222.0779532,0,FALSE,86
1,,,1,1,234,7506,139.5490563,0,FALSE,86
180,,,1,1,500,0,293.2542637,0,FALSE,87
318,1,0,1,1,200,10164,61.32494343,0,FALSE,87
454,,,1,1,234,2705,210.8864019,0,FALSE,87
780,,,1,1,234,2705,212.98873,0,FALSE,87
159,,,1,1,234,2705,612.7350945,1,FALSE,87
916,1,0,1,1,9,10164,51.34954253,0,FALSE,87
223,,,1,1,350,2705,215.9592666,0,FALSE,88
924,1,0,1,1,110,10164,44.31778859,0,FALSE,88
994,,,1,1,273,27700,130.2631059,0,FALSE,88
319,,,1,1,500,2339,239.9509079,0,FALSE,89
655,1,0,1,1,250,10164,50.08134616,0,FALSE,89
557,,,1,1,234,2339,570.7084747,1,FALSE,90
637,,,1,1,233,7635,456.5933357,1,FALSE,90
728,,,1,1,234,2705,587.282502,1,FALSE,90
862,,,1,1,234,2705,585.0832548,1,FALSE,90
